rank,name,first_print_year,cmc,color,card_type,keywords,keyword_count,categories,semantic_count,total_ability_count,abilities_per_cmc
22390,Phyrexian Ironfoot,2006,3.0,Colorless,Creature,,0,stax,1,1,0.3333333333333333
22391,Thatcher Revolt,2012,3.0,Red,Sorcery,,0,tokens,1,1,0.3333333333333333
22392,Hero of Bretagard,2021,3.0,White,Creature,,0,counters,1,1,0.3333333333333333
22393,Wall of Granite,1997,3.0,Red,Creature,Defender,1,,0,1,0.3333333333333333
22394,Keep Watch,2002,3.0,Blue,Instant,,0,card_advantage,1,1,0.3333333333333333
22395,Kraul Stinger,2019,3.0,Green,Creature,Deathtouch,1,,0,1,0.3333333333333333
22396,The Disciple of Nissa,2024,3.0,Green,Creature,,0,tokens,1,1,0.3333333333333333
22397,Prized Amalgam,2016,3.0,Multicolor,Creature,,0,graveyard,1,1,0.3333333333333333
22398,Carrion,1996,3.0,Black,Instant,,0,tokens,1,1,0.3333333333333333
22399,Touch of Vitae,1995,3.0,Green,Instant,,0,card_advantage,1,1,0.3333333333333333
22400,Spoils of Victory,1999,3.0,Green,Sorcery,,0,tutor,1,1,0.3333333333333333
22401,"Aang, A Lot to Learn",2025,3.0,Colorless,Creature,,0,counters,1,1,0.3333333333333333
22402,Goro-Goro and Satoru,2023,3.0,Multicolor,Creature,,0,tokens,1,1,0.3333333333333333
22403,Evolution Vat,2006,3.0,Colorless,Artifact,,0,counters,1,1,0.3333333333333333
22404,Angrath's Ambusher,2018,3.0,Black,Creature,,0,pump,1,1,0.3333333333333333
22405,Pyknite,1995,3.0,Green,Creature,,0,card_advantage,1,1,0.3333333333333333
22406,Bastion Protector,2015,3.0,White,Creature,,0,pump,1,1,0.3333333333333333
22407,Burning-Tree Shaman,2006,3.0,Multicolor,Creature,,0,direct_damage,1,1,0.3333333333333333
22408,Ticket Turbotubes,2022,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22409,Rebel Informer,2000,3.0,Black,Creature,,0,protection,1,1,0.3333333333333333
22410,Oblation,2002,3.0,White,Instant,,0,card_advantage,1,1,0.3333333333333333
22411,Daring Apprentice,1996,3.0,Blue,Creature,,0,counterspell,1,1,0.3333333333333333
22412,Lightbringer,2000,3.0,White,Creature,,0,removal,1,1,0.3333333333333333
22413,Bone Flute,1994,3.0,Colorless,Artifact,,0,removal,1,1,0.3333333333333333
22414,Squirrel Farm,1998,3.0,Green,Enchantment,,0,tokens,1,1,0.3333333333333333
22415,Galactic Wayfarer,2025,3.0,Green,Creature,,0,tokens,1,1,0.3333333333333333
22416,Goliath Beetle,1999,3.0,Green,Creature,Trample,1,,0,1,0.3333333333333333
22417,Staff of the Ages,1995,3.0,Colorless,Artifact,,0,evasion,1,1,0.3333333333333333
22418,Dragon's Prey,2025,3.0,Black,Instant,,0,removal,1,1,0.3333333333333333
22419,Servant of Nefarox,2012,3.0,Black,Creature,Exalted,1,,0,1,0.3333333333333333
22420,Sacred Mesa,1996,3.0,White,Enchantment,,0,tokens,1,1,0.3333333333333333
22421,Blistering Barrier,1996,3.0,Red,Creature,Defender,1,,0,1,0.3333333333333333
22422,Ohran Viper,2006,3.0,Green,Creature,,0,card_advantage,1,1,0.3333333333333333
22423,Kitsune Riftwalker,2004,3.0,White,Creature,Protection,1,,0,1,0.3333333333333333
22424,Seller of Songbirds,2012,3.0,White,Creature,,0,tokens,1,1,0.3333333333333333
22425,Triumph of Cruelty,2012,3.0,Black,Enchantment,,0,discard,1,1,0.3333333333333333
22426,Voyager Quickwelder,2025,3.0,White,Creature,,0,ramp,1,1,0.3333333333333333
22427,Lady Evangela,1994,3.0,Multicolor,Creature,,0,protection,1,1,0.3333333333333333
22428,Boggart Brute,2015,3.0,Red,Creature,Menace,1,,0,1,0.3333333333333333
22429,________ Goblin,2022,3.0,Red,Creature,,0,ramp,1,1,0.3333333333333333
22430,Starting Town NPC,2024,3.0,Green,Creature,,0,life,1,1,0.3333333333333333
22431,Suspend Aggression,2026,3.0,Multicolor,Instant,,0,removal,1,1,0.3333333333333333
22432,Crash the Ramparts,2017,3.0,Green,Instant,,0,pump,1,1,0.3333333333333333
22433,Horn of Gondor,2023,3.0,Colorless,Artifact,,0,tokens,1,1,0.3333333333333333
22434,Fire Nation's Conquest,2025,3.0,Red,Enchantment,,0,pump,1,1,0.3333333333333333
22435,Surprise Party,2022,3.0,White,Enchantment,,0,pump,1,1,0.3333333333333333
22436,Cursed Minotaur,2017,3.0,Black,Creature,Menace,1,,0,1,0.3333333333333333
22437,Disallow,2017,3.0,Blue,Instant,,0,counterspell,1,1,0.3333333333333333
22438,Glacial Crevasses,1995,3.0,Red,Enchantment,,0,protection,1,1,0.3333333333333333
22439,Sacellum Godspeaker,2008,3.0,Green,Creature,,0,ramp,1,1,0.3333333333333333
22440,Thunder Totem,2006,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22441,Chance-Met Elves,2023,3.0,Green,Creature,,0,counters,1,1,0.3333333333333333
22442,Wood Elves,1997,3.0,Green,Creature,,0,tutor,1,1,0.3333333333333333
22443,Voldaren Ambusher,2021,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22444,"Siona, Captain of the Pyleas",2020,3.0,Multicolor,Creature,,0,tokens,1,1,0.3333333333333333
22445,Moon-Blessed Cleric,2021,3.0,White,Creature,,0,tutor,1,1,0.3333333333333333
22446,Tilling Treefolk,2008,3.0,Green,Creature,,0,graveyard,1,1,0.3333333333333333
22447,Crackling Triton,2013,3.0,Blue,Creature,,0,direct_damage,1,1,0.3333333333333333
22448,"Reki, the History of Kamigawa",2005,3.0,Green,Creature,,0,card_advantage,1,1,0.3333333333333333
22449,Daxos the Returned,2015,3.0,Multicolor,Creature,,0,tokens,1,1,0.3333333333333333
22450,Runic Repetition,2011,3.0,Blue,Sorcery,,0,graveyard,1,1,0.3333333333333333
22451,Ornery Kudu,2017,3.0,Green,Creature,,0,counters,1,1,0.3333333333333333
22452,Seismic Assault,1998,3.0,Red,Enchantment,,0,direct_damage,1,1,0.3333333333333333
22453,Decanter of Endless Water,2022,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22454,Morale,1994,3.0,White,Instant,,0,pump,1,1,0.3333333333333333
22455,Claim the Precious,2023,3.0,Black,Sorcery,,0,removal,1,1,0.3333333333333333
22456,Open Fire,2017,3.0,Red,Instant,,0,direct_damage,1,1,0.3333333333333333
22457,Diplomacy of the Wastes,2015,3.0,Black,Sorcery,,0,discard,1,1,0.3333333333333333
22458,Summon: Choco/Mog,2025,3.0,White,Creature,,0,pump,1,1,0.3333333333333333
22459,Cut a Deal,2022,3.0,White,Sorcery,,0,card_advantage,1,1,0.3333333333333333
22460,Keeper of the Crown // Coronation of the Wilds,2024,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22461,Role Reversal,2019,3.0,Multicolor,Sorcery,,0,steal,1,1,0.3333333333333333
22462,Sensational Spider-Man,2025,3.0,Multicolor,Creature,,0,counters,1,1,0.3333333333333333
22463,Zombie Scavengers,1997,3.0,Black,Creature,,0,protection,1,1,0.3333333333333333
22464,Scytheclaw Raptor,2023,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22465,"Barrin, Master Wizard",1998,3.0,Blue,Creature,,0,removal,1,1,0.3333333333333333
22466,Tempest Trapper,2024,3.0,Blue,Creature,,0,ramp,1,1,0.3333333333333333
22467,Exile,1996,3.0,White,Instant,,0,removal,1,1,0.3333333333333333
22468,Sly Spy,2017,3.0,Black,Creature,,0,removal,1,1,0.3333333333333333
22469,Fortuitous Find,2016,3.0,Black,Sorcery,,0,graveyard,1,1,0.3333333333333333
22470,Feast on the Fallen,2014,3.0,Black,Enchantment,,0,counters,1,1,0.3333333333333333
22471,Phyrexian Altar,2000,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22472,Aura Shards,2000,3.0,Multicolor,Enchantment,,0,removal,1,1,0.3333333333333333
22473,Hindervines,2013,3.0,Green,Instant,,0,protection,1,1,0.3333333333333333
22474,Charm School,1998,3.0,White,Enchantment,,0,protection,1,1,0.3333333333333333
22475,Winterflame,2014,3.0,Multicolor,Instant,,0,direct_damage,1,1,0.3333333333333333
22476,Turf Wound,2000,3.0,Red,Instant,,0,card_advantage,1,1,0.3333333333333333
22477,Vodalian Mage,1994,3.0,Blue,Creature,,0,counterspell,1,1,0.3333333333333333
22478,"Iroh, Firebending Instructor",2025,3.0,Red,Creature,,0,pump,1,1,0.3333333333333333
22479,Lightning-Rig Crew,2017,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22480,Rootwater Hunter,1997,3.0,Blue,Creature,,0,direct_damage,1,1,0.3333333333333333
22481,Overclocked Electromancer,2024,3.0,Red,Creature,,0,counters,1,1,0.3333333333333333
22482,Deeproot Waters,2017,3.0,Blue,Enchantment,,0,tokens,1,1,0.3333333333333333
22483,The Toymaker's Trap,2023,3.0,Black,Enchantment,,0,card_advantage,1,1,0.3333333333333333
22484,Sabretooth Tiger,1995,3.0,Red,Creature,First strike,1,,0,1,0.3333333333333333
22485,Arms Dealer,1999,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22486,Fire Nation Ambushers,2025,3.0,Black,Creature,Flash,1,,0,1,0.3333333333333333
22487,Rise from the Wreck,2025,3.0,Green,Sorcery,,0,graveyard,1,1,0.3333333333333333
22488,"Haakon, Stromgald Scourge",2006,3.0,Black,Creature,,0,graveyard,1,1,0.3333333333333333
22489,Iroas's Champion,2015,3.0,Multicolor,Creature,Double strike,1,,0,1,0.3333333333333333
22490,Mesa Enchantress,2007,3.0,White,Creature,,0,card_advantage,1,1,0.3333333333333333
22491,Holy Light,1994,3.0,White,Instant,,0,removal,1,1,0.3333333333333333
22492,Heartstone,1998,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22493,Stealer of Secrets,2012,3.0,Blue,Creature,,0,card_advantage,1,1,0.3333333333333333
22494,Barbed Sliver,1997,3.0,Red,Creature,,0,pump,1,1,0.3333333333333333
22495,Drake-Skull Cameo,2000,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22496,Verdant Outrider,2023,3.0,Green,Creature,,0,evasion,1,1,0.3333333333333333
22497,Samite Elder,2001,3.0,White,Creature,,0,protection,1,1,0.3333333333333333
22498,Faebloom Trick,2024,3.0,Blue,Instant,,0,tokens,1,1,0.3333333333333333
22499,Circle of the Moon Druid,2021,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22500,Revealing Wind,2015,3.0,Green,Instant,,0,protection,1,1,0.3333333333333333
22501,Manaplasm,2008,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22502,Rib Cage Spider,2000,3.0,Green,Creature,Reach,1,,0,1,0.3333333333333333
22503,Stridehangar Automaton,2025,3.0,Colorless,Creature,,0,pump,1,1,0.3333333333333333
22504,Frostwalla,2019,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22505,Fountain of Ichor,2019,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22506,Eightfold Maze,1999,3.0,White,Instant,,0,removal,1,1,0.3333333333333333
22507,Brightling,2018,3.0,White,Creature,,0,pump,1,1,0.3333333333333333
22508,Matsu-Tribe Decoy,2004,3.0,Green,Creature,,0,stax,1,1,0.3333333333333333
22509,Spike Rogue,1998,3.0,Green,Creature,,0,counters,1,1,0.3333333333333333
22510,Inspirit,2002,3.0,White,Instant,,0,pump,1,1,0.3333333333333333
22511,Llanowar Vanguard,2000,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22512,"Captain America, Team Leader",2026,3.0,Multicolor,Creature,,0,counters,1,1,0.3333333333333333
22513,Spellkeeper Weird,2019,3.0,Blue,Creature,,0,graveyard,1,1,0.3333333333333333
22514,Bottomless Pit,1998,3.0,Black,Enchantment,,0,discard,1,1,0.3333333333333333
22515,Hedron Detonator,2023,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22516,Sidewinder Naga,2017,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22517,Withering Gaze,1997,3.0,Blue,Sorcery,,0,card_advantage,1,1,0.3333333333333333
22518,Slaughter Cry,2009,3.0,Red,Instant,,0,pump,1,1,0.3333333333333333
22519,"Radha, Heart of Keld",2020,3.0,Multicolor,Creature,,0,pump,1,1,0.3333333333333333
22520,Giant Turtle,1994,3.0,Green,Creature,,0,stax,1,1,0.3333333333333333
22521,Necromentia,2020,3.0,Black,Sorcery,,0,tokens,1,1,0.3333333333333333
22522,Norn's Decree,2023,3.0,White,Enchantment,,0,card_advantage,1,1,0.3333333333333333
22523,Ghirapur Guide,2016,3.0,Green,Creature,,0,evasion,1,1,0.3333333333333333
22524,Steam Blast,1998,3.0,Red,Sorcery,,0,direct_damage,1,1,0.3333333333333333
22525,Eager Flameguide,2024,3.0,Red,Creature,,0,ramp,1,1,0.3333333333333333
22526,Conversion Apparatus,2024,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22527,Crystalline Resonance,2020,3.0,Blue,Enchantment,,0,copy,1,1,0.3333333333333333
22528,Incandescent Soulstoke,2007,3.0,Red,Creature,,0,pump,1,1,0.3333333333333333
22529,Moriok Rigger,2004,3.0,Black,Creature,,0,counters,1,1,0.3333333333333333
22530,Murder,2012,3.0,Black,Instant,,0,removal,1,1,0.3333333333333333
22531,Sizzle,1999,3.0,Red,Sorcery,,0,direct_damage,1,1,0.3333333333333333
22532,Salt Road Quartermasters,2015,3.0,Green,Creature,,0,counters,1,1,0.3333333333333333
22533,Tempest of Light,2003,3.0,White,Instant,,0,removal,1,1,0.3333333333333333
22534,River Darter,2018,3.0,Blue,Creature,,0,evasion,1,1,0.3333333333333333
22535,Thirst for Knowledge,2003,3.0,Blue,Instant,,0,card_advantage,1,1,0.3333333333333333
22536,Oko's Accomplices,2019,3.0,Blue,Creature,Flying,1,,0,1,0.3333333333333333
22537,Calming Licid,1998,3.0,White,Creature,,0,stax,1,1,0.3333333333333333
22538,Frost Lynx,2014,3.0,Blue,Creature,,0,stax,1,1,0.3333333333333333
22539,"A-Shessra, Death's Whisper",2021,3.0,Multicolor,Creature,,0,card_advantage,1,1,0.3333333333333333
22540,Storyweave,2022,3.0,Green,Instant,,0,counters,1,1,0.3333333333333333
22541,Ashes to Ashes,1994,3.0,Black,Sorcery,,0,direct_damage,1,1,0.3333333333333333
22542,"Willowdusk, Essence Seer",2021,3.0,Multicolor,Creature,,0,counters,1,1,0.3333333333333333
22543,Oran-Rief Ooze,2020,3.0,Green,Creature,,0,counters,1,1,0.3333333333333333
22544,Grim Captain's Call,2017,3.0,Black,Sorcery,,0,graveyard,1,1,0.3333333333333333
22545,The Pandorica,2023,3.0,White,Artifact,,0,blink,1,1,0.3333333333333333
22546,Decoy Gambit,2020,3.0,Blue,Instant,,0,card_advantage,1,1,0.3333333333333333
22547,"Arwen, Mortal Queen",2023,3.0,Multicolor,Creature,,0,counters,1,1,0.3333333333333333
22548,Second Stage of Magic Design,2024,3.0,Blue,Enchantment,,0,card_advantage,1,1,0.3333333333333333
22549,Ophidian,1997,3.0,Blue,Creature,,0,card_advantage,1,1,0.3333333333333333
22550,Pulse of the Dross,2004,3.0,Black,Sorcery,,0,discard,1,1,0.3333333333333333
22551,"Dovin, Hand of Control",2019,3.0,Colorless,Planeswalker,,0,protection,1,1,0.3333333333333333
22552,Maelstrom Pulse,2009,3.0,Multicolor,Sorcery,,0,removal,1,1,0.3333333333333333
22553,"Runadi, Behemoth Caller",2022,3.0,Green,Creature,,0,ramp,1,1,0.3333333333333333
22554,Cephalid Shrine,2001,3.0,Blue,Enchantment,,0,counterspell,1,1,0.3333333333333333
22555,Taoist Hermit,1999,3.0,Green,Creature,Hexproof,1,,0,1,0.3333333333333333
22556,Everdawn Champion,2018,3.0,White,Creature,,0,protection,1,1,0.3333333333333333
22557,Ironclad Slayer,2016,3.0,White,Creature,,0,graveyard,1,1,0.3333333333333333
22558,Necrotic Sliver,2007,3.0,Multicolor,Creature,,0,removal,1,1,0.3333333333333333
22559,Bring to Trial,2019,3.0,White,Sorcery,,0,removal,1,1,0.3333333333333333
22560,King of the Pride,2019,3.0,White,Creature,,0,pump,1,1,0.3333333333333333
22561,Kami of the Hunt,2004,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22562,Mana Flare,1993,3.0,Red,Enchantment,,0,ramp,1,1,0.3333333333333333
22563,Village Cannibals,2011,3.0,Black,Creature,,0,counters,1,1,0.3333333333333333
22564,Righteous Indignation,1999,3.0,White,Enchantment,,0,pump,1,1,0.3333333333333333
22565,Druid of the Spade,2024,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22566,Call of the Death-Dweller,2020,3.0,Black,Sorcery,,0,graveyard,1,1,0.3333333333333333
22567,Bloodthirsty Ogre,2004,3.0,Black,Creature,,0,removal,1,1,0.3333333333333333
22568,Sylvok Replica,2010,3.0,Colorless,Creature,,0,removal,1,1,0.3333333333333333
22569,Dauntless Veteran,2024,3.0,White,Creature,,0,pump,1,1,0.3333333333333333
22570,Impatience,1999,3.0,Red,Enchantment,,0,direct_damage,1,1,0.3333333333333333
22571,Mistform Warchief,2003,3.0,Blue,Creature,,0,ramp,1,1,0.3333333333333333
22572,Orzhov Keyrune,2013,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22573,Moonglove Extractor,2026,3.0,Black,Creature,,0,card_advantage,1,1,0.3333333333333333
22574,Kindlespark Duo,2024,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22575,Oppressive Will,2005,3.0,Blue,Instant,,0,counterspell,1,1,0.3333333333333333
22576,Thaumatog,2001,3.0,Multicolor,Creature,,0,pump,1,1,0.3333333333333333
22577,Teferi's Realm,1997,3.0,Blue,Enchantment,,0,blink,1,1,0.3333333333333333
22578,Gruul Keyrune,2013,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22579,Battlewand Oak,2007,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22580,Troll-Horn Cameo,2000,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22581,Fyndhorn Druid,1996,3.0,Green,Creature,,0,life,1,1,0.3333333333333333
22582,Death Baron,2008,3.0,Black,Creature,,0,pump,1,1,0.3333333333333333
22583,Spinal Villain,1994,3.0,Red,Creature,,0,removal,1,1,0.3333333333333333
22584,Zelyon Sword,1994,3.0,Colorless,Artifact,,0,pump,1,1,0.3333333333333333
22585,Boros Keyrune,2013,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22586,Transit Mage,2025,3.0,Blue,Creature,,0,tutor,1,1,0.3333333333333333
22587,Paired Tactician,2020,3.0,White,Creature,,0,counters,1,1,0.3333333333333333
22588,Boggart Shenanigans,2007,3.0,Red,Enchantment,,0,direct_damage,1,1,0.3333333333333333
22589,Inkling Summoning,2021,3.0,Colorless,Sorcery,,0,tokens,1,1,0.3333333333333333
22590,War Horn,2015,3.0,Colorless,Artifact,,0,pump,1,1,0.3333333333333333
22591,Communal Brewing,2024,3.0,Green,Enchantment,,0,card_advantage,1,1,0.3333333333333333
22592,Well of Knowledge,1997,3.0,Colorless,Artifact,,0,card_advantage,1,1,0.3333333333333333
22593,Emrakul's Evangel,2016,3.0,Green,Creature,,0,tokens,1,1,0.3333333333333333
22594,"Edric, Spymaster of Trest",2011,3.0,Multicolor,Creature,,0,card_advantage,1,1,0.3333333333333333
22595,Darkblade Agent,2018,3.0,Multicolor,Creature,,0,card_advantage,1,1,0.3333333333333333
22596,Weaver of Currents,2017,3.0,Multicolor,Creature,,0,ramp,1,1,0.3333333333333333
22597,Magma Vein,2001,3.0,Red,Enchantment,,0,direct_damage,1,1,0.3333333333333333
22598,Daring Mechanic,2025,3.0,White,Creature,,0,counters,1,1,0.3333333333333333
22599,Putrefy,2005,3.0,Multicolor,Instant,,0,removal,1,1,0.3333333333333333
22600,Moonhold,2008,3.0,Colorless,Instant,,0,stax,1,1,0.3333333333333333
22601,Puca's Covenant,2026,3.0,Green,Enchantment,,0,graveyard,1,1,0.3333333333333333
22602,Dread Shade,2018,3.0,Black,Creature,,0,pump,1,1,0.3333333333333333
22603,Inspiring Call,2015,3.0,Green,Instant,,0,card_advantage,1,1,0.3333333333333333
22604,Web Up,2025,3.0,White,Enchantment,,0,removal,1,1,0.3333333333333333
22605,Thopter Arrest,2017,3.0,White,Enchantment,,0,removal,1,1,0.3333333333333333
22606,Overwhelming Instinct,2002,3.0,Green,Enchantment,,0,card_advantage,1,1,0.3333333333333333
22607,Mardu Outrider,2020,3.0,Black,Creature,,0,discard,1,1,0.3333333333333333
22608,Godtracker of Jund,2009,3.0,Multicolor,Creature,,0,counters,1,1,0.3333333333333333
22609,Across the Multiverse,2023,3.0,Red,Enchantment,,0,pump,1,1,0.3333333333333333
22610,"Long Feng, Grand Secretariat",2025,3.0,Colorless,Creature,,0,counters,1,1,0.3333333333333333
22611,Manic Vandal,2010,3.0,Red,Creature,,0,removal,1,1,0.3333333333333333
22612,Amphibious Kavu,2001,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22613,"Pianna, Nomad Captain",2001,3.0,White,Creature,,0,pump,1,1,0.3333333333333333
22614,Interrogation Robot,2024,3.0,Colorless,Creature,,0,discard,1,1,0.3333333333333333
22615,Act of Treason,2009,3.0,Red,Sorcery,,0,steal,1,1,0.3333333333333333
22616,Niall Silvain,1994,3.0,Green,Creature,,0,protection,1,1,0.3333333333333333
22617,"Orim, Samite Healer",1997,3.0,White,Creature,,0,protection,1,1,0.3333333333333333
22618,"Omnath, Locus of Mana",2010,3.0,Green,Creature,,0,pump,1,1,0.3333333333333333
22619,Obelisk of Esper,2008,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22620,Golden-Tail Trainer,2024,3.0,Multicolor,Creature,,0,pump,1,1,0.3333333333333333
22621,Goblin Sky Raider,2002,3.0,Red,Creature,Flying,1,,0,1,0.3333333333333333
22622,Cinder Shade,2000,3.0,Multicolor,Creature,,0,pump,1,1,0.3333333333333333
22623,Flamebreak,2004,3.0,Red,Sorcery,,0,direct_damage,1,1,0.3333333333333333
22624,Sauté,2004,3.0,Red,Instant,,0,direct_damage,1,1,0.3333333333333333
22625,Samite Sanctuary,2000,3.0,White,Enchantment,,0,protection,1,1,0.3333333333333333
22626,Baron Von Count,2017,3.0,Multicolor,Creature,,0,removal,1,1,0.3333333333333333
22627,Simic Keyrune,2013,3.0,Colorless,Artifact,,0,ramp,1,1,0.3333333333333333
22628,Phyrexian Digester,2011,3.0,Colorless,Creature,Infect,1,,0,1,0.3333333333333333
22629,Path of Anger's Flame,2005,3.0,Red,Instant,,0,pump,1,1,0.3333333333333333
22630,Veiled Shade,2018,3.0,Black,Creature,,0,pump,1,1,0.3333333333333333
22631,Standing Troops,1998,3.0,White,Creature,Vigilance,1,,0,1,0.3333333333333333
22632,Karmic Justice,2001,3.0,White,Enchantment,,0,removal,1,1,0.3333333333333333
22633,Orcish Cannoneers,1995,3.0,Red,Creature,,0,direct_damage,1,1,0.3333333333333333
22634,Royal Assassin,1993,3.0,Black,Creature,,0,removal,1,1,0.3333333333333333
22635,Metalworker,1999,3.0,Colorless,Creature,,0,ramp,1,1,0.3333333333333333
22636,Scorn Effigy,2021,3.0,Colorless,Creature,Foretell,1,,0,1,0.3333333333333333
22637,Teleport,1994,3.0,Blue,Instant,,0,evasion,1,1,0.3333333333333333
22638,Breakneck Berserker,2021,3.0,Red,Creature,Haste,1,,0,1,0.3333333333333333
22639,Eyeblight's Ending,2007,3.0,Black,Instant,,0,removal,1,1,0.3333333333333333
22640,Banisher Priest,2013,3.0,White,Creature,,0,removal,1,1,0.3333333333333333
22641,Entrancing Lyre,2020,3.0,Colorless,Artifact,,0,stax,1,1,0.3333333333333333
22642,Scrollshift,2023,3.0,White,Instant,,0,card_advantage,1,1,0.3333333333333333
22643,Necratog,1997,3.0,Black,Creature,,0,pump,1,1,0.3333333333333333
22644,Shredding Winds,2013,3.0,Green,Instant,,0,direct_damage,1,1,0.3333333333333333
22645,Delirium,1996,3.0,Multicolor,Instant,,0,protection,1,1,0.3333333333333333
